URLLength,DomainLength,IsDomainIP,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,TLD_freq
35,26,0,65.58886929,0.590909091,0.5229071,0.049571276,3,1,0,0,0.0,24,0.686,0,0.0,0,0,0,3,0.086,1,0.4765905027502844
48,25,0,40.97560976,0.5,0.0004282,0.06206625,2,2,0,0,0.0,35,0.729,0,0.0,0,0,0,5,0.104,1,0.00047905421011659835
24,17,0,100.0,1.0,0.0799628,0.057811058,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.07914659914283514
90,24,0,29.76713517,0.4,0.5229071,0.056552987,3,2,0,0,0.0,69,0.767,3,0.033,0,0,0,10,0.111,1,0.4765905027502844
32,24,0,47.40923077,0.7,0.0384199,0.050426134,3,1,0,0,0.0,22,0.688,0,0.0,0,0,0,3,0.094,0,0.03032584240827395
21,14,0,100.0,1.0,0.5229071,0.073682765,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.4765905027502844
123,21,0,9.698976599,0.5,0.0040185,0.044784344,2,1,0,0,0.0,97,0.789,11,0.089,0,0,0,7,0.057,1,0.0030069206224282914
20,11,0,72.72727273,1.0,0.5229071,0.052675557,3,0,0,0,0.0,10,0.5,0,0.0,0,0,0,2,0.1,1,0.4765905027502844
24,17,0,100.0,1.0,0.5229071,0.064302976,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
23,16,0,100.0,1.0,0.5229071,0.069563333,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.4765905027502844
30,23,0,100.0,1.0,0.0799628,0.066143765,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,0.07914659914283514
43,37,0,69.3080538,0.466666667,0.0129268,0.057454417,2,2,0,0,0.0,29,0.674,0,0.0,0,0,0,3,0.07,0,0.01795597833990607
33,27,0,86.54694392,1.0,0.5229071,0.056169602,3,1,0,0,0.0,21,0.636,0,0.0,0,0,0,1,0.03,0,0.4765905027502844
19,12,0,100.0,1.0,0.0033189,0.059044117,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,0.002976979734296004
45,37,0,47.08392603,0.46875,0.0017656,0.034678292,4,1,0,0,0.0,20,0.444,12,0.267,0,0,0,6,0.133,0,0.0063046955867130895
116,13,1,6.469808652,0.444444444,0.0,0.044379887,3,2,0,0,0.0,82,0.707,13,0.112,4,1,0,9,0.121,0,0.00011548628279596568
25,18,0,100.0,1.0,0.5229071,0.055434321,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.4765905027502844
18,11,0,100.0,1.0,0.0799628,0.053063734,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,0.07914659914283514
57,11,0,14.75551853,1.0,0.0002355,0.030458651,4,0,0,0,0.0,25,0.439,15,0.263,0,0,0,9,0.158,1,0.00027374526292377047
24,18,0,75.11111111,1.0,0.0001858,0.053269471,2,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,0.005145555489020248
35,29,0,48.22153846,0.80952381,0.5229071,0.053336201,3,2,0,0,0.0,19,0.543,3,0.086,0,0,0,2,0.057,0,0.4765905027502844
30,22,0,71.64929932,0.764705882,0.0017656,0.041329657,4,1,0,0,0.0,13,0.433,6,0.2,0,0,0,3,0.1,1,0.0063046955867130895
47,39,0,56.92987805,0.472222222,0.0129268,0.061482774,2,1,0,0,0.0,35,0.745,0,0.0,0,0,0,4,0.085,1,0.01795597833990607
31,24,0,100.0,1.0,0.5229071,0.064183452,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,0.4765905027502844
23,17,0,72.27387997,1.0,0.0003718,0.05828054,4,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0.0013259536172870133
103,43,0,8.507848569,0.256410256,0.0009613,0.043120881,3,1,0,0,0.0,65,0.631,21,0.204,1,1,0,7,0.087,1,0.010030197524316279
24,17,0,100.0,1.0,0.0180132,0.057263551,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.016292120413697528
20,14,0,53.45454545,1.0,0.0002256,0.034748413,2,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,0.004752046673567329
27,20,0,100.0,1.0,0.5229071,0.056258846,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
46,37,0,34.82757295,0.303030303,0.0009613,0.049089364,3,2,0,0,0.0,30,0.652,2,0.043,0,0,0,6,0.13,1,0.010030197524316279
19,12,0,100.0,1.0,0.0009815,0.058841936,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,0.000846899407170415
94,20,0,16.77535651,0.6875,0.5229071,0.055588465,3,1,0,0,0.0,65,0.691,0,0.0,2,1,0,11,0.149,1,0.4765905027502844
26,19,0,100.0,1.0,0.5229071,0.054035864,3,1,0,0,0.0,12,0.462,1,0.038,0,0,0,1,0.038,1,0.4765905027502844
41,32,0,56.65748393,0.607142857,0.5229071,0.058794522,3,1,0,0,0.0,30,0.732,0,0.0,0,0,0,3,0.073,1,0.4765905027502844
33,26,0,64.13941789,1.0,0.5229071,0.061950694,3,1,0,0,0.0,21,0.636,0,0.0,0,0,0,1,0.03,0,0.4765905027502844
43,24,0,57.92290249,0.666666667,0.0129268,0.054780295,2,1,0,0,0.0,29,0.674,1,0.023,0,0,0,5,0.116,1,0.01795597833990607
25,18,0,100.0,0.636363636,0.0045585,0.038243065,2,3,0,0,0.0,8,0.32,2,0.08,0,0,0,3,0.12,1,0.004734937594634593
29,18,0,41.93316565,0.666666667,0.0001306,0.048785932,2,0,0,0,0.0,17,0.586,1,0.034,0,0,0,4,0.138,0,0.004255883384517994
44,37,0,32.49394487,1.0,0.5229071,0.06615683,3,0,0,0,0.0,36,0.818,0,0.0,0,0,0,1,0.023,0,0.4765905027502844
20,13,0,100.0,1.0,0.0059772,0.059388115,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,0.02319135649332318
26,19,0,100.0,1.0,0.0799628,0.066610607,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.07914659914283514
31,24,0,100.0,1.0,0.5229071,0.071059469,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,0.4765905027502844
23,16,0,100.0,0.777777778,0.0056158,0.050446549,2,1,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,0.004187447068787052
46,20,0,37.59499964,0.647058824,0.0129268,0.048709103,2,1,0,0,0.0,29,0.63,4,0.087,0,0,0,5,0.109,1,0.01795597833990607
103,7,0,7.510618652,1.0,0.0129268,0.037069845,2,0,1,12,0.117,66,0.641,19,0.184,1,1,4,4,0.097,1,0.01795597833990607
29,21,0,51.4739229,0.588235294,0.001502,0.04685483,3,1,0,0,0.0,15,0.517,3,0.103,0,0,0,3,0.103,1,0.02636936790507883
23,17,0,42.62820513,0.777777778,1.12e-05,0.025470116,3,1,0,0,0.0,10,0.435,1,0.043,0,0,0,1,0.043,0,0.0004576678614506788
22,15,0,100.0,0.625,0.0100856,0.06362524,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,0.01270776837728941
24,17,0,100.0,1.0,0.5229071,0.060115663,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
27,20,0,100.0,1.0,0.0799628,0.057975989,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.07914659914283514
33,26,0,100.0,1.0,0.5229071,0.061977861,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,0.4765905027502844
19,12,0,100.0,1.0,0.0064109,0.053116837,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,0.0030154751618946592
41,25,0,36.06524963,0.904761905,0.5229071,0.059933251,3,0,0,0,0.0,31,0.756,0,0.0,0,0,0,3,0.073,0,0.4765905027502844
67,41,0,40.1712204,0.540540541,0.0384199,0.056319113,3,3,0,0,0.0,52,0.776,0,0.0,0,0,0,7,0.104,1,0.03032584240827395
22,15,0,100.0,1.0,0.0006227,0.055926129,4,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.0022113484520560837
21,15,0,80.36363636,1.0,0.5229071,0.052922776,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,0.4765905027502844
34,27,0,100.0,1.0,0.5229071,0.062579104,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,0.4765905027502844
24,18,0,50.47619048,0.818181818,0.0001306,0.055499945,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,2,0.083,0,0.004255883384517994
26,19,0,100.0,1.0,0.5229071,0.067881686,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.4765905027502844
28,21,0,100.0,0.692307692,0.0115013,0.058568725,3,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,0.007793185453861091
54,24,0,34.05257937,0.857142857,0.0094423,0.051422359,2,1,0,0,0.0,38,0.704,4,0.074,0,0,0,5,0.093,0,0.007870176309058402
19,12,0,100.0,1.0,0.0799628,0.06138802,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,0.07914659914283514
34,28,0,48.29867675,0.5,0.001502,0.063755888,3,2,0,0,0.0,20,0.588,0,0.0,0,0,0,3,0.088,0,0.02636936790507883
20,13,0,65.18518519,1.0,0.5229071,0.032215803,3,1,0,0,0.0,5,0.25,3,0.15,0,0,0,1,0.05,0,0.4765905027502844
18,11,0,100.0,1.0,0.0033189,0.05548398,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,0.002976979734296004
24,17,0,100.0,0.8,0.028555,0.055794711,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,0.027271871818780637
29,22,0,100.0,1.0,0.0799628,0.058460259,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,0.07914659914283514
23,16,0,100.0,0.777777778,0.0230451,0.058101153,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,0.009478429728735553
22,15,0,100.0,1.0,0.5229071,0.063419967,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.4765905027502844
23,16,0,100.0,1.0,0.5229071,0.064072197,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.4765905027502844
22,15,0,100.0,1.0,0.0799628,0.069581131,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.07914659914283514
19,12,0,100.0,1.0,0.0129268,0.064628573,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,0.01795597833990607
22,15,0,100.0,0.875,0.0326503,0.032262177,2,1,0,0,0.0,6,0.273,2,0.091,0,0,0,2,0.091,1,0.01704919715647108
26,19,0,100.0,0.416666667,0.0100856,0.056269265,2,3,0,0,0.0,11,0.423,0,0.0,0,0,0,3,0.115,1,0.01270776837728941
26,19,0,100.0,1.0,0.0082003,0.050606922,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.007382567559475436
19,12,0,100.0,1.0,0.5229071,0.048518571,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,0.4765905027502844
25,19,0,80.22222222,1.0,0.5229071,0.063608379,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0,0.4765905027502844
53,35,0,29.06713073,0.518518519,0.0002752,0.052314377,3,4,0,0,0.0,32,0.604,2,0.038,1,1,0,6,0.151,0,0.009918988511253496
24,17,0,100.0,1.0,0.5229071,0.06415035,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
25,18,0,100.0,1.0,0.0799628,0.070420107,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.07914659914283514
39,32,0,54.51266714,0.68,0.0050842,0.058467474,2,3,0,0,0.0,25,0.641,0,0.0,0,0,0,3,0.077,0,0.005894077692327433
24,17,0,100.0,1.0,0.5229071,0.071405329,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
33,26,0,100.0,1.0,0.5229071,0.060862802,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,0.4765905027502844
23,17,0,78.27557058,1.0,0.5229071,0.069413361,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0.4765905027502844
42,9,0,30.70153487,1.0,0.0001673,0.05577382,2,0,0,0,0.0,30,0.714,0,0.0,0,0,0,5,0.119,0,0.0002609134537242188
32,15,0,36.02461538,0.818181818,0.0017975,0.04630499,3,1,0,0,0.0,20,0.625,1,0.031,0,0,0,4,0.125,0,0.001834948715535899
22,15,0,100.0,1.0,0.5229071,0.078093342,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.4765905027502844
29,22,0,100.0,1.0,0.5229071,0.063863289,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,0.4765905027502844
43,35,0,46.46201873,0.571428571,0.0033218,0.057416163,2,4,0,0,0.0,27,0.628,0,0.0,0,0,0,5,0.116,0,0.0042430515753184425
34,27,0,100.0,1.0,0.5229071,0.065685532,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,0.4765905027502844
25,18,0,100.0,1.0,0.5229071,0.054058717,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.4765905027502844
15,9,0,68.0,1.0,6e-06,0.048861039,2,1,0,0,0.0,3,0.2,0,0.0,0,0,0,1,0.067,0,0.00033790430892152924
20,13,0,100.0,1.0,0.0799628,0.069502081,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,0.07914659914283514
27,17,0,52.24376731,0.571428571,0.0180132,0.061858589,2,1,0,0,0.0,16,0.593,0,0.0,0,0,0,3,0.111,1,0.016292120413697528
34,26,0,57.31225296,0.5,0.0799628,0.04999372,3,2,0,0,0.0,18,0.529,1,0.029,0,0,0,4,0.118,0,0.07914659914283514
31,22,0,76.50017966,0.833333333,0.5229071,0.053265598,3,1,0,0,0.0,18,0.581,2,0.065,0,0,0,3,0.097,1,0.4765905027502844
27,20,0,100.0,0.416666667,0.0033282,0.062427632,3,3,0,0,0.0,12,0.444,0,0.0,0,0,0,3,0.111,1,0.005436409830876755
29,20,0,49.44304707,0.3125,0.001502,0.038198426,3,1,0,0,0.0,14,0.483,2,0.069,0,0,0,5,0.172,1,0.02636936790507883
39,16,0,42.2888497,1.0,0.5229071,0.05550793,3,1,0,0,0.0,22,0.564,1,0.026,0,0,0,4,0.103,1,0.4765905027502844
39,31,0,64.62864981,0.304347826,0.0002752,0.051798441,3,5,0,0,0.0,22,0.564,0,0.0,0,0,0,5,0.128,1,0.009918988511253496
67,7,0,13.83702001,1.0,0.0129268,0.034244589,2,0,0,0,0.0,49,0.731,7,0.104,0,0,0,3,0.045,1,0.01795597833990607
25,16,0,55.28492647,0.666666667,0.001502,0.038684939,3,1,0,0,0.0,12,0.48,2,0.08,0,0,0,3,0.12,1,0.02636936790507883
36,29,0,100.0,1.0,0.5229071,0.059777227,3,1,0,0,0.0,23,0.639,0,0.0,0,0,0,1,0.028,1,0.4765905027502844
28,21,0,100.0,0.769230769,0.0033282,0.055646657,3,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,0.005436409830876755
28,21,0,100.0,1.0,0.5229071,0.064061234,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,0.4765905027502844
43,34,0,49.2992993,0.4,0.5229071,0.058945446,3,1,0,0,0.0,29,0.674,0,0.0,0,0,0,6,0.14,1,0.4765905027502844
24,17,0,59.00253593,0.714285714,0.0002282,0.043187054,5,1,0,0,0.0,10,0.417,1,0.042,0,0,0,2,0.083,0,0.00016253624986098874
31,25,0,70.76891363,0.5,0.0129268,0.051082226,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,3,0.097,0,0.01795597833990607
26,20,0,81.57169118,1.0,0.5229071,0.068577698,3,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,0.4765905027502844
32,25,0,100.0,1.0,0.5229071,0.061244129,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,0.4765905027502844
34,25,0,66.69538462,0.80952381,0.5229071,0.044146544,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,1,0.4765905027502844
25,18,0,100.0,1.0,0.5229071,0.066316441,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.4765905027502844
40,33,0,100.0,1.0,0.5229071,0.064721493,3,1,0,0,0.0,27,0.675,0,0.0,0,0,0,1,0.025,1,0.4765905027502844
34,25,0,66.72,0.80952381,0.5229071,0.045609732,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,1,0.4765905027502844
178,15,0,8.917622777,0.636363636,0.5229071,0.044755033,3,1,0,0,0.0,135,0.758,18,0.101,4,1,0,12,0.096,1,0.4765905027502844
19,12,0,100.0,1.0,0.5229071,0.052885872,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,0.4765905027502844
105,20,0,20.95258339,0.571428571,0.0001819,0.042820483,5,1,0,0,0.0,82,0.781,8,0.076,0,0,0,7,0.067,1,0.0017151851630067495
22,15,0,100.0,1.0,0.5229071,0.059535009,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.4765905027502844
28,21,0,77.16262976,1.0,0.5229071,0.065238003,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,0.4765905027502844
27,21,0,58.5159554,1.0,0.5229071,0.061094268,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,0.4765905027502844
20,13,0,100.0,1.0,0.0101825,0.055896388,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,0.006865017921760182
27,20,0,100.0,1.0,0.0384199,0.055045715,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.03032584240827395
35,27,0,47.07035077,0.5,0.0129268,0.047779321,2,1,0,0,0.0,20,0.571,4,0.114,0,0,0,3,0.086,1,0.01795597833990607
71,11,0,14.60537919,0.714285714,0.5229071,0.028418651,3,0,0,0,0.0,52,0.732,7,0.099,0,0,0,4,0.056,1,0.4765905027502844
29,22,0,100.0,1.0,0.5229071,0.069130874,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,0.4765905027502844
20,14,0,71.63636364,1.0,0.5229071,0.05567247,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,0.4765905027502844
22,15,0,100.0,1.0,0.0016589,0.05943556,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.002138634866591957
57,42,0,63.50187422,0.552631579,0.5229071,0.037248476,3,1,0,0,0.0,30,0.526,13,0.228,0,0,0,6,0.105,1,0.4765905027502844
23,16,0,52.35042735,0.666666667,0.0001306,0.051232637,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,2,0.087,0,0.004255883384517994
97,23,0,12.69587473,0.466666667,0.0002818,0.034080671,7,2,0,0,0.0,73,0.753,10,0.103,0,0,0,6,0.062,1,0.0005474905258475409
24,17,0,100.0,0.7,0.028555,0.047713504,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,0.027271871818780637
21,14,0,100.0,1.0,0.0016589,0.06021126,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.002138634866591957
39,30,0,39.45519713,0.653846154,0.5229071,0.04685552,3,1,0,0,0.0,20,0.513,6,0.154,0,0,0,5,0.128,1,0.4765905027502844
33,25,0,32.39384615,0.545454545,0.0059772,0.024088749,2,2,0,0,0.0,9,0.273,13,0.394,0,0,0,3,0.091,1,0.02319135649332318
22,15,0,100.0,0.625,0.0069695,0.052734623,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,0.005727264172733261
30,23,0,100.0,0.875,0.028555,0.064355127,2,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,0.027271871818780637
31,24,0,100.0,1.0,0.5229071,0.056526649,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,0.4765905027502844
32,25,0,100.0,0.833333333,0.028555,0.055480956,2,2,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,0.027271871818780637
24,17,0,100.0,1.0,0.0326503,0.051422791,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.01704919715647108
82,74,0,11.04066228,0.188405797,0.0003306,0.0359855,4,2,0,0,0.0,62,0.756,9,0.11,0,0,0,4,0.049,0,0.006257645619648066
35,26,0,67.85009862,0.590909091,0.5229071,0.050315777,3,1,0,0,0.0,22,0.629,2,0.057,0,0,0,3,0.086,1,0.4765905027502844
17,10,0,100.0,1.0,0.0040185,0.034533651,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1,0.0030069206224282914
37,30,0,100.0,1.0,0.5229071,0.06971589,3,1,0,0,0.0,24,0.649,0,0.0,0,0,0,1,0.027,1,0.4765905027502844
22,15,0,100.0,0.625,0.0100856,0.063856037,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,0.01270776837728941
27,20,0,100.0,1.0,0.0326503,0.061483299,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.01704919715647108
21,14,0,100.0,1.0,0.0799628,0.062236675,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.07914659914283514
25,18,0,100.0,1.0,0.5229071,0.061094743,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0,0.4765905027502844
43,35,0,45.9138322,0.677419355,0.5229071,0.058522859,3,2,0,0,0.0,32,0.744,0,0.0,0,0,0,4,0.093,0,0.4765905027502844
28,21,0,100.0,0.571428571,0.0141483,0.058073429,2,1,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,0.007942889894522529
31,25,0,44.51795841,0.5,0.0002256,0.052802718,2,1,0,0,0.0,17,0.548,0,0.0,0,0,0,3,0.097,0,0.004752046673567329
67,7,0,13.79105621,1.0,0.0129268,0.030159316,2,0,0,0,0.0,51,0.761,5,0.075,0,0,0,3,0.045,1,0.01795597833990607
30,22,0,47.14337046,0.833333333,0.001502,0.036368033,3,1,0,0,0.0,16,0.533,4,0.133,0,0,0,2,0.067,1,0.02636936790507883
35,28,0,63.61717101,0.541666667,0.5229071,0.059369491,3,1,0,0,0.0,26,0.743,0,0.0,0,0,0,2,0.057,0,0.4765905027502844
27,20,0,100.0,1.0,0.012178,0.055715566,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.008062653447051678
256,14,1,4.325001381,0.363636364,0.0,0.040588537,2,2,0,0,0.0,163,0.637,38,0.148,5,3,0,24,0.125,1,8.554539466367828e-05
19,12,0,100.0,1.0,0.0799628,0.045763222,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,0.07914659914283514
26,19,0,100.0,1.0,0.5229071,0.060564154,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.4765905027502844
25,18,0,100.0,1.0,0.0008953,0.054974133,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.0011719719068923925
25,18,0,100.0,1.0,0.5229071,0.055881056,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.4765905027502844
50,23,0,34.1032537,0.526315789,0.5229071,0.056036115,3,0,0,0,0.0,35,0.7,1,0.02,0,0,0,6,0.12,1,0.4765905027502844
24,17,0,100.0,0.7,0.0094423,0.064517705,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,0.007870176309058402
39,30,0,36.57970075,0.444444444,0.0059772,0.055378858,2,1,0,0,0.0,24,0.615,2,0.051,0,0,0,5,0.128,1,0.02319135649332318
57,21,0,22.54745098,0.777777778,0.0033189,0.049253857,2,1,0,0,0.0,39,0.684,4,0.07,0,0,0,6,0.105,1,0.002976979734296004
37,30,0,100.0,1.0,0.5229071,0.057290604,3,1,0,0,0.0,24,0.649,0,0.0,0,0,0,1,0.027,1,0.4765905027502844
24,17,0,100.0,1.0,0.5229071,0.064225352,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
19,13,0,80.24691358,1.0,0.0001858,0.053846374,2,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0,0.005145555489020248
28,21,0,64.01384083,1.0,0.5229071,0.063743842,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,0.4765905027502844
23,17,0,53.67709214,1.0,0.5229071,0.041878383,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0.4765905027502844
31,23,0,72.99936988,0.684210526,0.5229071,0.057653585,3,1,0,0,0.0,19,0.613,1,0.032,0,0,0,3,0.097,1,0.4765905027502844
35,28,0,100.0,1.0,0.5229071,0.059133819,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,0.4765905027502844
30,23,0,63.26869806,1.0,0.5229071,0.059483942,3,1,0,0,0.0,18,0.6,0,0.0,0,0,0,1,0.033,0,0.4765905027502844
27,20,0,100.0,1.0,0.5229071,0.056617037,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
31,24,0,100.0,0.352941176,0.028555,0.062234631,2,2,0,0,0.0,15,0.484,0,0.0,0,0,0,4,0.129,1,0.027271871818780637
25,17,0,48.82737409,0.692307692,3.98e-05,0.060864727,3,1,0,0,0.0,14,0.56,0,0.0,0,0,0,3,0.12,1,0.000645867729710771
23,16,0,100.0,1.0,0.5229071,0.057527581,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.4765905027502844
23,17,0,77.93744717,1.0,0.5229071,0.055026176,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0.4765905027502844
28,21,0,100.0,1.0,0.5229071,0.071354813,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,0.4765905027502844
27,20,0,100.0,1.0,0.5229071,0.059854537,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
29,23,0,49.80609418,0.5,0.0075051,0.04641932,4,2,0,0,0.0,13,0.448,2,0.069,0,0,0,3,0.103,0,0.006693927132432826
32,25,0,100.0,1.0,0.5229071,0.068006253,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,0.4765905027502844
24,17,0,100.0,1.0,0.5229071,0.066754375,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
71,39,0,22.39777842,0.35483871,0.5229071,0.051340669,3,5,0,0,0.0,47,0.662,1,0.014,0,0,0,11,0.155,1,0.4765905027502844
32,25,0,100.0,0.833333333,0.0100856,0.058798734,2,2,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,0.01270776837728941
33,24,0,44.65277778,0.85,0.5229071,0.040762431,3,1,0,0,0.0,15,0.455,6,0.182,0,0,0,4,0.121,1,0.4765905027502844
