URLLength,DomainLength,IsDomainIP,TLDLegitimateProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,TLD_freq
43,34,0,0.5229071,3,1,0,0,0.0,32,0.744,0,0.0,0,0,0,3,0.07,0.4765905027502844
21,14,0,0.5229071,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.4765905027502844
20,13,0,0.5229071,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0.4765905027502844
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
23,16,0,1.12e-05,3,1,0,0,0.0,9,0.391,2,0.087,0,0,0,1,0.043,0.0004576678614506
25,5,0,5.02e-05,2,0,0,0,0.0,15,0.6,0,0.0,0,0,0,2,0.08,0.0013986672027511
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
22,15,0,0.5229071,3,1,0,0,0.0,7,0.318,3,0.136,0,0,0,1,0.045,0.4765905027502844
34,25,0,0.5229071,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,0.4765905027502844
47,39,0,0.001502,3,2,0,0,0.0,30,0.638,2,0.043,0,0,0,8,0.17,0.0263693679050788
75,28,0,0.5229071,3,1,0,0,0.0,56,0.747,8,0.107,0,0,0,4,0.053,0.4765905027502844
55,7,0,0.0059772,2,1,0,0,0.0,29,0.527,0,0.0,2,2,0,6,0.182,0.0231913564933231
28,22,0,0.5229071,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0.4765905027502844
31,24,0,0.0799628,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.0791465991428351
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
51,28,0,0.0036375,2,1,0,0,0.0,38,0.745,0,0.0,0,0,0,6,0.118,0.0042986560818498
33,24,0,0.0015361,2,1,0,0,0.0,19,0.576,2,0.061,0,0,0,4,0.121,0.0012019127950246
20,13,0,0.0008962,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.0004362815127847
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
26,19,0,0.0045585,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0047349375946345
24,18,0,0.5229071,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0.4765905027502844
41,32,0,0.5229071,3,1,0,0,0.0,16,0.39,12,0.293,0,0,0,5,0.122,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
28,21,0,0.0082003,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.0073825675594754
38,27,0,0.0001088,2,1,0,0,0.0,25,0.658,3,0.079,0,0,0,3,0.079,0.0001668135195941
32,25,0,0.5229071,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
28,19,0,0.001502,3,1,0,0,0.0,17,0.607,0,0.0,0,0,0,3,0.107,0.0263693679050788
67,7,0,0.0129268,2,0,0,0,0.0,47,0.701,9,0.134,0,0,0,3,0.045,0.017955978339906
21,14,0,0.5229071,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.4765905027502844
22,15,0,0.0100856,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,0.0127077683772894
20,13,0,0.0101825,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.0068650179217601
107,34,0,0.5229071,3,0,0,0,0.0,77,0.72,10,0.093,3,1,0,8,0.112,0.4765905027502844
32,25,0,0.0094423,2,2,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,0.0078701763090584
29,23,0,0.0059772,2,2,0,0,0.0,16,0.552,0,0.0,0,0,0,2,0.069,0.0231913564933231
37,30,0,0.028555,2,2,0,0,0.0,23,0.622,0,0.0,0,0,0,2,0.054,0.0272718718187806
44,18,0,0.0129268,2,1,0,0,0.0,31,0.705,0,0.0,0,0,0,5,0.114,0.017955978339906
23,16,0,0.0799628,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0791465991428351
24,17,0,0.0101825,2,1,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,0.0068650179217601
102,29,0,0.012178,2,1,0,0,0.0,81,0.794,0,0.0,0,0,0,13,0.127,0.0080626534470516
30,23,0,0.028555,2,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,0.0272718718187806
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
50,42,0,0.5229071,3,1,0,0,0.0,25,0.5,12,0.24,0,0,0,5,0.1,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
26,19,0,0.012178,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0080626534470516
29,23,0,0.0002355,4,1,0,0,0.0,17,0.586,0,0.0,0,0,0,1,0.034,0.0002737452629237
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
32,25,0,0.5229071,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.4765905027502844
28,21,0,0.0799628,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.0791465991428351
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
30,17,0,0.5229071,3,0,0,0,0.0,20,0.667,0,0.0,0,0,0,2,0.067,0.4765905027502844
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
36,29,0,0.028555,2,2,0,0,0.0,21,0.583,0,0.0,0,0,0,3,0.083,0.0272718718187806
28,12,0,0.5229071,3,0,0,0,0.0,17,0.607,0,0.0,0,0,0,3,0.107,0.4765905027502844
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,0.4765905027502844
43,22,0,0.0326503,2,2,0,0,0.0,30,0.698,0,0.0,0,0,0,5,0.116,0.017049197156471
88,74,0,0.0003306,4,2,0,0,0.0,64,0.727,11,0.125,0,0,0,5,0.057,0.006257645619648
30,23,0,0.028555,2,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,0.0272718718187806
25,19,0,0.5229071,3,2,0,0,0.0,10,0.4,2,0.08,0,0,0,2,0.08,0.4765905027502844
47,38,0,0.0009613,3,2,0,0,0.0,26,0.553,7,0.149,0,0,0,6,0.128,0.0100301975243162
42,34,0,0.0009613,3,2,0,0,0.0,31,0.738,0,0.0,0,0,0,3,0.071,0.0100301975243162
22,15,0,0.0003109,6,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,6.843631573094262e-05
66,45,0,0.0059772,2,2,0,0,0.0,51,0.773,1,0.015,0,0,0,6,0.091,0.0231913564933231
26,19,0,9.6e-06,6,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,2.99408881322874e-05
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
22,16,0,0.0002256,2,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0.0047520466735673
29,22,0,0.5229071,3,1,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
46,37,0,0.5229071,3,1,0,0,0.0,33,0.717,2,0.043,0,0,0,3,0.065,0.4765905027502844
52,43,0,0.0059772,2,1,0,0,0.0,39,0.75,0,0.0,0,0,0,5,0.096,0.0231913564933231
25,18,0,0.0094423,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,0.0078701763090584
20,13,0,0.0027596,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.0013815581238184
26,18,0,0.0009613,3,1,0,0,0.0,12,0.462,4,0.154,0,0,0,2,0.077,0.0100301975243162
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
28,22,0,0.5229071,3,1,0,0,0.0,13,0.464,3,0.107,0,0,0,1,0.036,0.4765905027502844
25,18,0,0.0045585,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.0047349375946345
37,30,0,0.5229071,3,1,0,0,0.0,24,0.649,0,0.0,0,0,0,1,0.027,0.4765905027502844
40,31,0,0.0059772,2,1,0,0,0.0,27,0.675,0,0.0,0,0,0,5,0.125,0.0231913564933231
34,28,0,0.5229071,3,1,0,0,0.0,22,0.647,0,0.0,0,0,0,1,0.029,0.4765905027502844
28,7,0,0.0001384,2,0,0,0,0.0,18,0.643,0,0.0,0,0,0,2,0.071,0.0010778719727623
23,16,0,5.3e-05,2,0,0,0,0.0,13,0.565,1,0.043,0,0,0,2,0.087,0.0021086939784596
72,13,0,0.0129268,2,1,0,0,0.0,54,0.75,6,0.083,0,0,0,4,0.056,0.017955978339906
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
24,17,0,0.028555,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,0.0272718718187806
93,20,0,0.0001819,5,1,0,0,0.0,72,0.774,9,0.097,0,0,0,4,0.043,0.0017151851630067
32,25,0,0.5229071,3,1,0,0,0.0,20,0.625,0,0.0,0,0,0,1,0.031,0.4765905027502844
65,41,0,0.5229071,3,3,0,0,0.0,51,0.785,1,0.015,0,0,0,6,0.092,0.4765905027502844
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
54,47,0,0.0059772,2,2,0,0,0.0,20,0.37,19,0.352,0,0,0,7,0.13,0.0231913564933231
22,16,0,0.5229071,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0.4765905027502844
20,14,0,0.0002256,2,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0.0047520466735673
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
37,13,0,0.0017218,2,1,0,0,0.0,25,0.676,0,0.0,0,0,0,4,0.108,0.002117248517926
24,16,0,0.5229071,3,0,0,0,0.0,15,0.625,0,0.0,0,0,0,1,0.042,0.4765905027502844
21,15,0,0.0101825,2,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0.0068650179217601
15,9,0,0.0008953,2,1,0,0,0.0,3,0.2,0,0.0,0,0,0,1,0.067,0.0011719719068923
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
83,7,0,0.0129268,2,0,0,0,0.0,52,0.627,20,0.241,0,0,0,3,0.036,0.017955978339906
24,18,0,0.0799628,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0.0791465991428351
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
24,17,0,0.028555,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,0.0272718718187806
18,11,0,0.001523,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,0.0023311120045852
45,37,0,0.0384199,3,4,0,0,0.0,27,0.6,5,0.111,0,0,0,5,0.111,0.0303258424082739
45,29,0,0.0002752,3,3,0,0,0.0,27,0.6,0,0.0,0,0,0,6,0.133,0.0099189885112534
23,16,0,0.0082003,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0073825675594754
31,24,0,0.5229071,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.4765905027502844
43,17,0,0.0020445,2,2,0,0,0.0,28,0.651,0,0.0,0,0,0,7,0.163,0.0015269852947466
45,36,0,0.5229071,3,1,0,0,0.0,31,0.689,3,0.067,0,0,0,3,0.067,0.4765905027502844
39,24,0,0.5229071,3,1,0,0,0.0,27,0.692,0,0.0,0,0,0,4,0.103,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
36,29,0,0.5229071,3,1,0,0,0.0,23,0.639,0,0.0,0,0,0,1,0.028,0.4765905027502844
26,20,0,0.0075051,4,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0.0066939271324328
40,31,0,0.5229071,3,1,0,0,0.0,28,0.7,0,0.0,0,0,0,4,0.1,0.4765905027502844
35,28,0,0.0002005,2,2,0,0,0.0,22,0.629,0,0.0,0,0,0,2,0.057,0.0003464588483878
24,17,0,0.5229071,3,1,0,0,0.0,9,0.375,2,0.083,0,0,0,1,0.042,0.4765905027502844
17,10,0,0.0015878,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,0.0019889304259305
30,21,0,0.001502,3,1,0,0,0.0,18,0.6,0,0.0,0,0,0,4,0.133,0.0263693679050788
37,26,0,0.5229071,3,0,0,0,0.0,27,0.73,0,0.0,0,0,0,2,0.054,0.4765905027502844
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
35,28,0,0.0799628,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,0.0791465991428351
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0.4765905027502844
19,12,0,0.5229071,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.4765905027502844
26,19,0,0.0326503,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.017049197156471
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
21,14,0,0.5229071,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.4765905027502844
31,24,0,0.0384199,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.0303258424082739
44,22,0,0.0045585,2,0,0,0,0.0,31,0.705,2,0.045,0,0,0,3,0.068,0.0047349375946345
23,16,0,0.0799628,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0791465991428351
32,25,0,0.5229071,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.4765905027502844
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
26,19,0,0.028555,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,0.0272718718187806
29,22,0,0.0011882,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,0.0015526489131457
45,36,0,0.5229071,3,1,0,0,0.0,19,0.422,12,0.267,0,0,0,6,0.133,0.4765905027502844
27,20,0,1e-05,5,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,8.554539466367827e-06
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
36,29,0,0.5229071,3,2,0,0,0.0,21,0.583,0,0.0,0,0,0,3,0.083,0.4765905027502844
33,26,0,0.0384199,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,0.0303258424082739
31,24,0,0.5229071,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.4765905027502844
23,16,0,0.0027596,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0013815581238184
25,18,0,0.0799628,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.0791465991428351
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
55,15,0,0.5229071,3,0,0,0,0.0,41,0.745,0,0.0,0,0,0,6,0.109,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
20,13,0,0.0799628,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.0791465991428351
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
101,7,0,0.0129268,2,0,0,0,0.0,74,0.733,12,0.119,1,1,0,5,0.069,0.017955978339906
26,19,0,0.0384199,3,1,0,0,0.0,11,0.423,2,0.077,0,0,0,1,0.038,0.0303258424082739
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
27,18,0,0.001502,3,1,0,0,0.0,11,0.407,3,0.111,0,0,0,5,0.185,0.0263693679050788
22,15,0,0.0141483,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,0.0079428898945225
23,17,0,0.001502,3,0,0,0,0.0,14,0.609,0,0.0,0,0,0,2,0.087,0.0263693679050788
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
62,52,0,0.0002752,3,3,0,0,0.0,45,0.726,0,0.0,0,0,0,6,0.097,0.0099189885112534
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
49,41,0,0.0002752,3,3,0,0,0.0,32,0.653,0,0.0,0,0,0,6,0.122,0.0099189885112534
24,17,0,0.5229071,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0.4765905027502844
63,30,0,0.0069695,2,2,0,0,0.0,48,0.762,0,0.0,0,0,0,7,0.111,0.0057272641727332
33,26,0,0.5229071,3,1,0,0,0.0,24,0.727,0,0.0,0,0,0,2,0.061,0.4765905027502844
25,19,0,0.5229071,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0.4765905027502844
28,22,0,0.0799628,3,1,0,0,0.0,19,0.679,0,0.0,0,0,0,2,0.071,0.0791465991428351
21,14,0,0.0009815,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.0008468994071704
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
35,28,0,0.0326503,2,1,0,0,0.0,20,0.571,0,0.0,0,0,0,3,0.086,0.017049197156471
45,36,0,0.5229071,3,1,0,0,0.0,31,0.689,3,0.067,0,0,0,3,0.067,0.4765905027502844
30,23,0,0.5229071,3,1,0,0,0.0,18,0.6,0,0.0,0,0,0,1,0.033,0.4765905027502844
47,39,0,0.0004041,4,3,0,0,0.0,26,0.553,5,0.106,0,0,0,5,0.106,0.0017151851630067
32,25,0,0.0799628,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.0791465991428351
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
19,12,0,0.012178,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.0080626534470516
28,22,0,1.51e-05,4,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,7.699085519731045e-05
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
43,36,0,0.0100856,2,2,0,0,0.0,29,0.674,0,0.0,0,0,0,2,0.047,0.0127077683772894
20,13,0,0.0141483,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.0079428898945225
27,18,0,0.0009613,3,1,0,0,0.0,16,0.593,0,0.0,0,0,0,3,0.111,0.0100301975243162
36,25,0,0.5229071,3,1,0,0,0.0,25,0.694,0,0.0,0,0,0,3,0.083,0.4765905027502844
17,10,0,0.0005336,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,0.0005261041771816
21,14,0,0.5229071,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.4765905027502844
37,31,0,0.0129268,2,2,0,0,0.0,6,0.162,14,0.378,0,0,0,6,0.162,0.017955978339906
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
17,10,0,0.0326503,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,0.017049197156471
33,26,0,0.0141483,2,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,0.0079428898945225
32,26,0,0.0002559,4,1,0,0,0.0,19,0.594,0,0.0,0,0,0,2,0.062,0.0002737452629237
19,12,0,0.0129268,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.017955978339906
34,27,0,0.5229071,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,0.4765905027502844
20,13,0,0.5229071,3,1,0,0,0.0,5,0.25,0,0.0,0,0,0,3,0.15,0.4765905027502844
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
46,37,0,0.5229071,3,1,0,0,0.0,33,0.717,1,0.022,0,0,0,4,0.087,0.4765905027502844
35,28,0,0.5229071,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,0.4765905027502844
21,14,0,0.5229071,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.4765905027502844
45,36,0,0.5229071,3,1,0,0,0.0,31,0.689,3,0.067,0,0,0,3,0.067,0.4765905027502844
29,22,0,0.0799628,3,1,0,0,0.0,20,0.69,0,0.0,0,0,0,2,0.069,0.0791465991428351
29,22,0,0.0015878,2,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.0019889304259305
38,22,0,0.0129268,2,1,0,0,0.0,21,0.553,6,0.158,0,0,0,3,0.079,0.017955978339906
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
22,15,0,0.5229071,3,1,0,0,0.0,5,0.227,4,0.182,0,0,0,1,0.045,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
52,30,0,0.0036375,2,1,0,0,0.0,36,0.692,0,0.0,0,0,0,8,0.154,0.0042986560818498
43,21,0,0.0129268,2,1,0,0,0.0,24,0.558,6,0.14,0,0,0,5,0.116,0.017955978339906
23,16,0,0.5229071,3,1,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,0.4765905027502844
31,8,0,0.0017656,4,0,0,0,0.0,21,0.677,0,0.0,0,0,0,2,0.065,0.006304695586713
29,22,0,0.0001858,2,1,0,0,0.0,16,0.552,0,0.0,0,0,0,2,0.069,0.0051455554890202
41,33,0,0.0384199,3,1,0,0,0.0,31,0.756,0,0.0,0,0,0,2,0.049,0.0303258424082739
27,20,0,0.5229071,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0.4765905027502844
35,28,0,0.5229071,3,1,0,0,0.0,21,0.6,0,0.0,0,0,0,2,0.057,0.4765905027502844
76,67,0,0.0129268,2,1,0,0,0.0,55,0.724,2,0.026,0,0,0,11,0.145,0.017955978339906
29,23,0,0.0384199,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,1,0.034,0.0303258424082739
49,21,0,0.0129268,2,1,0,0,0.0,36,0.735,0,0.0,0,0,0,5,0.102,0.017955978339906
32,25,0,0.5229071,3,1,0,0,0.0,17,0.531,0,0.0,0,0,0,3,0.094,0.4765905027502844
25,19,0,0.0001306,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,2,0.08,0.0042558833845179
36,21,0,0.0014653,2,3,0,0,0.0,21,0.583,2,0.056,0,0,0,5,0.139,0.0034260930562803
25,18,0,0.0038776,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.0022070711823228
36,27,0,0.0017656,4,1,0,0,0.0,17,0.472,6,0.167,0,0,0,5,0.139,0.006304695586713
20,13,0,0.0016589,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.0021386348665919
47,20,0,0.0012193,2,0,0,0,0.0,35,0.745,0,0.0,0,0,0,4,0.085,0.0013088445383542
20,13,0,0.0019933,2,2,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,0.0026262436161749
30,21,0,0.0003027,2,1,0,0,0.0,19,0.633,0,0.0,0,0,0,3,0.1,0.0004747769403834
22,15,0,0.0012232,2,0,0,0,0.0,14,0.636,0,0.0,0,0,0,1,0.045,0.0010650401635627
27,20,0,0.0115013,3,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,0.007793185453861
26,19,0,0.012178,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0080626534470516
33,26,0,0.5229071,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,0.4765905027502844
22,15,0,0.0012232,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.0010650401635627
21,15,0,0.5229071,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0.4765905027502844
63,52,0,0.0002752,3,5,0,0,0.0,45,0.714,0,0.0,0,0,0,7,0.111,0.0099189885112534
26,19,0,0.0799628,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0791465991428351
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
51,28,0,0.5229071,3,2,0,0,0.0,25,0.49,9,0.176,0,0,0,10,0.196,0.4765905027502844
28,21,0,0.0003954,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,0.0005859859534461
19,12,0,0.5229071,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.4765905027502844
31,24,0,0.5229071,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.4765905027502844
